manufacturer,model,drive,cylinders,transmission,fuel
jeep,INTL Prostar,rwd,4,manual,diesel
ford,scion xa base 4dr hatchback,fwd,4,automatic,gas
chevrolet,tahoe lt w/2lt,rwd,8,automatic,other
buick,enclave essence,fwd,6,automatic,other
lincoln,mkx limited awd,4wd,6,automatic,gas
hyundai,tuscon limited 4x4,4wd,4,automatic,gas
bmw,Civic lx,fwd,4,automatic,gas
chrysler,300 series limited,rwd,6,automatic,gas
jeep,liberty 4wd 4dr sport,rwd,4,automatic,gas
hyundai,ioniq hybrid,fwd,6,automatic,hybrid
ford,f350 super duty diesel,rwd,8,automatic,diesel
chevrolet,210,rwd,8,manual,gas
buick,lucerne cxl premium sedan,fwd,6,automatic,other
infiniti,i30,fwd,6,automatic,gas
gmc,c5500 24 foot flatbed 8.1l gas,rwd,8,automatic,gas
toyota,sequoia limited sport,4wd,8,automatic,other
chevrolet,silverado 1500 extended cab,4wd,8,automatic,other
ford,transit connect xl wagon,fwd,4,automatic,gas
mini,cooper s convertible,fwd,4,automatic,gas
jeep,2016 f450-f750,fwd,6,automatic,diesel
honda,civic coupe ex,fwd,6,automatic,gas
infiniti,qx30 sport suv 4d,fwd,6,automatic,other
honda,cr-v exl with navigation,4wd,4,automatic,gas
chevrolet,silverado 2500hd lbz,4wd,4,automatic,diesel
nissan,frontier se se 4dr crew cab,4wd,6,automatic,gas
dodge,charger sxt rwd gas sedan,rwd,4,automatic,gas
chevrolet,ChevroletNoman,rwd,8,automatic,gas
ford,expedition el xlt 4x4,4wd,6,automatic,gas
nissan,titan crew cab sl pickup,rwd,8,automatic,gas
jeep,renegade latitude 4x4 gas,4wd,4,automatic,gas
ford,freestyle,fwd,6,automatic,gas
chevrolet,silverado 1500 rst z71,4wd,6,automatic,gas
honda,cr-v ex sport utility 4d,4wd,6,automatic,other
toyota,prius two,fwd,4,automatic,hybrid
ford,wrangler,rwd,8,automatic,gas
honda,cr-v 4wd,4wd,8,automatic,gas
ford,international,rwd,8,manual,diesel
ford,f-350 ext cab 6.7 diesel,rwd,8,automatic,diesel
buick,enclave awd gas suv auto,4wd,6,automatic,gas
ram,1500 quad cab sport pickup,fwd,8,automatic,gas
bmw,Lamborghini Huracan,rwd,10,automatic,gas
lexus,rx base,fwd,6,automatic,gas
bmw,oldsmobile cutlass,rwd,8,automatic,gas
nissan,titan crew cab swb s,4wd,8,automatic,gas
jeep,Genesis G70 2.0T Advanced Sedan,rwd,8,automatic,other
gmc,prius,fwd,4,automatic,diesel
bmw,645 ci coupe,4wd,8,automatic,gas
subaru,impreza premium wagon,4wd,4,automatic,gas
ford,"f-150 xlt, 392 month, 2.9%apr, $1500 down, oac, $392.37 month, 2.9%apr, $1500 down, oac, $23,750,",rwd,8,automatic,other
lexus,ct,fwd,4,automatic,gas
ford,f250 crew,rwd,8,automatic,gas
gmc,suburban 2500,4wd,8,automatic,gas
jeep,wrangler all new sport suv,4wd,6,automatic,gas
buick,verano touring,fwd,4,automatic,gas
mazda,Mack,4wd,4,automatic,diesel
ford,mustang roush rs3,rwd,8,manual,gas
gmc,yukon denali v8 awd,4wd,8,automatic,gas
bmw,3 series m3 2dr convertible,4wd,6,automatic,gas
nissan,quest sl,rwd,6,automatic,gas
chevrolet,amc rebel machine,4wd,6,manual,gas
ford,expedition limited 4x4,4wd,8,automatic,gas
mercedes-benz,gls 450 sport,fwd,6,automatic,gas
mitsubishi,endeavor xls,4wd,6,automatic,gas
saturn,l200,fwd,4,automatic,gas
chevrolet,civic,fwd,8,automatic,gas
ford,expedition limited,4wd,8,automatic,gas
dodge,freightliner business class m2,fwd,4,automatic,diesel
lexus,lc 500,rwd,8,automatic,gas
chevrolet,silverado diesel 2500,4wd,8,automatic,diesel
dodge,grand caravan sxt handicap,fwd,6,automatic,gas
honda,accord ex coupe,fwd,4,automatic,gas
hyundai,u Impreza,4wd,4,automatic,gas
chrysler,200 ssedan,4wd,4,automatic,gas
jeep,ALL,fwd,4,automatic,gas
ford,f650 crew cab,rwd,6,automatic,diesel
ram,1500 crew cab laramie,rwd,8,automatic,gas
mazda,cx-3 grand touring sport,fwd,8,automatic,gas
kia,rio base,fwd,4,automatic,gas
nissan,versa sedan sv,fwd,4,automatic,gas
nissan,xterra x,rwd,6,automatic,gas
rover,lr2/hse/nav,4wd,6,automatic,gas
audi,a7 premium plus sedan 4d,fwd,6,automatic,gas
toyota,tacoma sr 4x4 1/4 ton gas,4wd,4,automatic,gas
chevrolet,cruze lt-2 *fr $499 doiwn guaranteed finance,fwd,4,automatic,gas
toyota,corolla dx,fwd,4,automatic,gas
mitsubishi,minicab,4wd,3,manual,gas
bmw,6 series 640i m sport sedan,rwd,6,automatic,gas
volkswagen,jetta sel,fwd,4,automatic,gas
saturn,rav4,fwd,4,automatic,gas
mercedes-benz,e 350 4matic,4wd,6,automatic,gas
gmc,sierra 2500hd sle,rwd,6,automatic,diesel
cadillac,allante,fwd,8,automatic,gas
gmc,sierra 2500 work truck,4wd,8,automatic,gas
toyota,tacoma sr5 v6 4x2double,4wd,6,automatic,gas
toyota,rav4 limited 4dr suv,4wd,6,automatic,gas
chrysler,200 series limited,fwd,4,automatic,gas
buick,isuzu npr hd boxtruck,rwd,8,automatic,diesel
mitsubishi,fuso fe180,rwd,4,automatic,diesel
gmc,pickup,rwd,8,automatic,gas
bmw,x-3,4wd,4,automatic,gas
ford,convertable,fwd,8,automatic,gas
jaguar,xe 35t first edition,rwd,6,automatic,gas
mini,roadster,fwd,4,automatic,gas
ford,f-350 super duty 4x2 2dr re,fwd,4,automatic,gas
nissan,murano awd,4wd,6,automatic,gas
ford,f250 crew cab lariat,4wd,8,automatic,diesel
mazda,cx9,4wd,6,automatic,gas
ford,TOYOTA* YARIS*,fwd,6,automatic,other
ford,focus fwd,fwd,6,,gas
ford,f-150 lariat fx4,4wd,8,automatic,gas
chevrolet,malibu 1ls,fwd,4,automatic,gas
chevrolet,silverado 1500 z-71,4wd,8,automatic,gas
gmc,sierra 1500 crew cab denali,4wd,8,automatic,gas
nissan,altima 2.5,fwd,4,automatic,gas
volkswagen,golf tdi s hatchback,fwd,6,automatic,other
dodge,gazelle convertible,rwd,6,automatic,gas
ford,f-550 cab chassis diesel,rwd,8,automatic,diesel
cadillac,ct6,4wd,6,automatic,gas
buick,encore premium sport,fwd,6,automatic,gas
chevrolet,cruze ltz,fwd,4,automatic,gas
lexus,oldsmobile starfire,fwd,8,automatic,gas
subaru,tribeca limited awd,fwd,8,automatic,gas
jeep,cherokee 4wd 4dr latitude,4wd,6,automatic,gas
honda,crosstour ex-l,fwd,8,automatic,gas
bmw,m roadster,rwd,6,manual,gas
bmw,3z,rwd,6,automatic,gas
ford,oldsmobile cutlass,rwd,8,automatic,gas
toyota,hummer h3,4wd,5,manual,gas
volkswagen,500,4wd,6,automatic,diesel
ram,CountryAuto,fwd,4,automatic,other
jeep,2017,4wd,6,automatic,gas
ram,a6 2.0t premium plus sedan,4wd,4,automatic,gas
saturn,vue awd v6,4wd,6,automatic,gas
ford,transit connect cargo xl,fwd,4,automatic,gas
dodge,journey r/t,4wd,6,automatic,gas
lexus,a Camry,fwd,4,automatic,gas
mini,cooper countryman s all4,4wd,4,automatic,gas
buick,encore gx preferred sport,4wd,6,automatic,gas
kia,stinger gt sedan 4d,fwd,5,automatic,other
bmw,x1 awd 4dr xdrive28i,fwd,4,automatic,gas
hyundai,accent se,fwd,4,automatic,gas
dodge,2200,fwd,8,automatic,gas
chevrolet,colorado z71 4x4,4wd,4,automatic,diesel
chevrolet,spark ls hatchback 4d,fwd,6,automatic,gas
chevrolet,malibu lt 1lt,fwd,4,automatic,gas
lexus,Scion iM Hatchback 4D,fwd,6,automatic,gas
ford,f450 super duty king ranch,4wd,4,automatic,diesel
volkswagen,cc luxury sedan,fwd,4,automatic,gas
lexus,2017,4wd,8,automatic,diesel
toyota,truck tacoma lx,4wd,4,automatic,gas
rover,freelander,4wd,6,automatic,gas
bmw,330i sport,4wd,4,automatic,gas
ford,focus 4dr sdn sel,fwd,4,automatic,gas
mercedes-benz,c300 sport 4matic,4wd,4,automatic,gas
mercedes-benz,glk-class glk 250,rwd,6,automatic,other
ford,expedition xlt 4x4,4wd,8,automatic,gas
gmc,impala,rwd,8,automatic,gas
volkswagen,1983 Mustange Convertible,rwd,6,automatic,gas
gmc,acadia awd 4dr slt w/slt-2,fwd,4,automatic,gas
chevrolet,corvette sc 700+hp,fwd,8,automatic,gas
chrysler,2000 Mack,fwd,8,manual,diesel
subaru,HUMMER H2 LIFTED ON 40s W/ADVENTURE & LUXURY PACKAGES,4wd,8,automatic,gas
honda,civic sdn dx manual,4wd,4,manual,gas
ford,mustang gt premium 2008,rwd,8,automatic,gas
ford,f-250 sd king ranch,4wd,8,automatic,diesel
toyota,mark 2,rwd,8,automatic,gas
chevrolet,silverado high country,4wd,8,automatic,gas
ford,f-150 raptor,4wd,8,automatic,gas
gmc,acadia denali sport utility,rwd,6,automatic,gas
kia,sorento limited-sxl sport,fwd,6,automatic,gas
kia,hyudai elantra,fwd,4,automatic,gas
ford,f-250 super cab 7.3l diesel,rwd,8,automatic,diesel
acura,3.0cl,4wd,6,automatic,gas
ford,1965 Bentley Continental,4wd,8,automatic,gas
nissan,pathfinder platinum 4wd,4wd,6,automatic,gas
mercedes-benz,ml,4wd,6,automatic,gas
ford,Merceds C 230,rwd,4,automatic,gas
ford,svt focus,fwd,4,manual,gas
bmw,5 series 530i sedan 4d,rwd,8,automatic,gas
volvo,xc40,4wd,4,automatic,gas
dodge,grand caravan wheelchair,fwd,6,automatic,other
acura,rsx,fwd,4,automatic,gas
ram,300 touring l sedan 4d,fwd,4,automatic,gas
ford,transit connect xlt cargo,4wd,4,automatic,gas
toyota,sienna se,fwd,8,automatic,gas
volkswagen,atlas launch edition,fwd,6,automatic,gas
chevrolet,suburban premier,4wd,6,automatic,diesel
buick,Genesis G80 3.8 Sedan 4D,rwd,6,automatic,gas
ford,skyliner,4wd,4,automatic,gas
ford,250,4wd,8,manual,gas
ford,mustang gt shelby edition,rwd,8,manual,gas
ford,freestar sel,rwd,4,automatic,gas
volkswagen,passat 2.5 s,fwd,4,automatic,gas
ford,f250 super duty platinum,4wd,8,automatic,diesel
infiniti,q50 red sport 400 sedan,rwd,4,automatic,other
ford,f-250 super duty xlt,4wd,8,automatic,diesel
nissan,altima-sport-coupe,fwd,4,automatic,gas
mitsubishi,Scion iM Hatchback 4D,fwd,6,automatic,gas
ford,edge se awd,fwd,6,automatic,gas
subaru,legacy premium,4wd,4,automatic,gas
cadillac,ranger super cab xlt pickup,rwd,8,automatic,gas
volkswagen,e-golf sel premium,4wd,4,automatic,other
cadillac,ats luxury sedan 4d,rwd,4,automatic,other
bmw,328d xdrive awd,4wd,4,automatic,gas
chrysler,wrangler unlimited,fwd,8,automatic,gas
honda,civic lx low mi gas saver,fwd,4,automatic,gas
honda,Smart fortwo electric drive,rwd,4,automatic,gas
dodge,charger sxt plus,4wd,6,automatic,gas
subaru,forester xs,4wd,4,manual,gas
nissan,armada platinum sport,4wd,8,automatic,gas
subaru,outback sport,fwd,4,automatic,gas
ford,Toyoya Scion Tc,fwd,4,automatic,gas
ford,edge 4dr limited awd,4wd,6,automatic,gas
ram,1500 classic tradesman,4wd,6,automatic,gas
ram,3500 mega cab,4wd,6,automatic,diesel
audi,a4 convertible,4wd,4,automatic,gas
cadillac,cts 3.6,rwd,6,automatic,gas
subaru,tribeca 3.6r limited,rwd,8,automatic,other
ford,ambulette,4wd,8,automatic,gas
rover,discovery ii,4wd,8,automatic,gas
toyota,sienna limited,4wd,6,automatic,gas
porsche,macan turbo awd crossove,4wd,6,automatic,gas
nissan,sentra s 4dr sedan,4wd,8,automatic,gas
nissan,altima 2.5 sr sedan 4d,fwd,8,automatic,other
dodge,neon sxt,fwd,4,manual,gas
lexus,Mclaren 570GT W/ Upgrades,rwd,8,automatic,gas
nissan,altima 2.5s coupe,fwd,4,automatic,gas
ford,peterbilt 389,fwd,6,manual,diesel
ram,3500 crew cab laramie,4wd,3,automatic,diesel
ford,maserati quattroporte gts,rwd,8,automatic,gas
chevrolet,Nissa versa,fwd,4,automatic,gas
bmw,3-series 328i sa 6-speed automatic,rwd,6,automatic,gas
buick,lacrosse leather,fwd,6,automatic,gas
cadillac,SMART CAR,fwd,3,automatic,gas
ram,2500 power wagon,4wd,8,automatic,gas
porsche,cayman gts,fwd,4,manual,gas
cadillac,sls,fwd,8,automatic,gas
jeep,renegade trailhawk 4x4 gas,4wd,8,automatic,gas
buick,Janesville,fwd,6,automatic,gas
ford,transit t250,4wd,8,automatic,gas
mitsubishi,Avanlanche,4wd,6,automatic,gas
ram,1500 r/t,rwd,8,automatic,gas
ford,escape se 4wd,4wd,4,automatic,gas
acura,Nisan Versa SV,fwd,4,automatic,gas
chevrolet,volt premier,4wd,4,automatic,hybrid
chevrolet,300,4wd,6,automatic,gas
chevrolet,bel-air,4wd,6,manual,gas
jeep,mci bus,rwd,6,automatic,diesel
ram,expedition max platinum 4x4,4wd,8,automatic,gas
cadillac,escalade 1500 3rd row,4wd,4,automatic,gas
dodge,caravan/grand caravan,fwd,8,automatic,gas
chevrolet,silverado 4x4,4wd,8,automatic,gas
ford,f450sd,4wd,8,automatic,diesel
lexus,gs470,4wd,8,automatic,gas
jeep,all,fwd,6,automatic,gas
ford,olet Express Commercial Cutaway,fwd,4,automatic,gas
hyundai,santa fe xl limited,rwd,6,automatic,gas
ford,mustang gtcs,rwd,8,automatic,gas
gmc,acadia slt1,4wd,6,automatic,other
subaru,Denali,rwd,8,automatic,gas
volkswagen,new beetle tdi,fwd,4,automatic,diesel
ford,bmw330i,4wd,4,automatic,gas
porsche,911/996 carrera cab,rwd,6,automatic,gas
dodge,grand caravan rt,fwd,6,automatic,gas
nissan,murano sv awd! awd,4wd,6,automatic,gas
ram,5,4wd,6,automatic,gas
mercedes-benz,gls 550 sport,4wd,4,automatic,other
ram,1500 v8 slt,rwd,8,automatic,gas
gmc,sierra 1500 4x4 half ton gas,4wd,6,automatic,gas
chevrolet,silverado 1500 high,4wd,4,automatic,gas
nissan,leaf sl,fwd,4,automatic,electric
saturn,ion coupe,4wd,6,automatic,gas
dodge,durango sxt rwd,fwd,6,automatic,gas
chevrolet,step van,4wd,4,automatic,gas
bmw,Oldsmobile Cutlass Hurst,rwd,8,automatic,gas
ford,1954 Studebaker,4wd,6,automatic,gas
hyundai,tucson se awd,4wd,6,automatic,gas
nissan,altima s *fr $499 down guaranteed finance,fwd,4,automatic,gas
nissan,murano s sport utility,4wd,6,automatic,gas
chevrolet,Genesis G80 3.8,rwd,6,automatic,other
lincoln,nautilus reserve sport,fwd,4,automatic,gas
ford,geo metro,rwd,8,automatic,gas
jaguar,e-pace p250 s sport,4wd,8,automatic,other
rover,sport 3.,4wd,6,automatic,gas
nissan,juke s,4wd,4,automatic,gas
ford,focus zx3,4wd,4,automatic,gas
mercedes-benz,benz gl450,4wd,8,automatic,gas
ford,e150 cargo van,rwd,8,automatic,gas
mazda,ALL MAKES & MODELS,4wd,4,automatic,gas
rover,lr3 hse,4wd,8,automatic,gas
toyota,tacoma trd sport rwd gas,rwd,8,automatic,gas
jeep,Freightliner MT45 Step Van,fwd,8,automatic,diesel
chevrolet,silverado 10,4wd,8,automatic,gas
kia,forte5,fwd,6,automatic,gas
subaru,legacy limited h6 r 1-owner,4wd,6,automatic,gas
gmc,em50vc,rwd,6,manual,gas
ford,plymouth voyager,fwd,6,automatic,gas
nissan,titan le,rwd,8,automatic,gas
ford,f-150 xlt 4dr supercrew xlt,4wd,8,automatic,gas
toyota,rav4 limited 4wd nav,4wd,4,automatic,gas
infiniti,International 7300,4wd,4,automatic,diesel
jeep,wrangler moab,4wd,6,automatic,gas
honda,civic sport touring,fwd,4,automatic,gas
ram,1500 limited edition crew cab lwb 4wd,4wd,6,automatic,gas
mercedes-benz,e350 4matic,rwd,4,automatic,gas
bmw,325 ci,fwd,8,automatic,gas
chevrolet,malibu lt sedan,fwd,4,automatic,gas
subaru,impreza sport,4wd,4,automatic,gas
acura,HUMMER H3,4wd,4,automatic,gas
hyundai,sante fe,rwd,6,automatic,gas
chevrolet,WDDPK5HA4CF008824,4wd,4,automatic,gas
kia,soul+,fwd,4,automatic,gas
mitsubishi,outlander es,4wd,4,automatic,gas
ford,escape titanium awd,4wd,4,automatic,gas
nissan,International 4300 -,rwd,4,automatic,diesel
chevrolet,durango sxt,4wd,8,automatic,gas
acura,continental reserve,fwd,6,automatic,gas
ram,1500 limited 4x4 hemi crew,4wd,8,automatic,gas
mitsubishi,lancer le 2.0 fwd cvt,fwd,4,automatic,gas
hyundai,AMC Marlin,fwd,6,automatic,gas
chrysler,2008 scion xb,fwd,4,manual,gas
chevrolet,equinox 4dr ltz,4wd,6,automatic,gas
ford,f450 super duty crew,4wd,8,automatic,diesel
chevrolet,silverado 3500 hd crew cab,4wd,8,automatic,diesel
toyota,International TerraStar,4wd,6,automatic,diesel
volvo,1800 es,rwd,4,manual,gas
toyota,rav4 hybrid,rwd,4,automatic,hybrid
ford,INTERNATIONAL WATER TRUCK,fwd,4,manual,diesel
ram,1500 limited 4x4 gas,4wd,8,automatic,gas
chevrolet,silverado 2500 lifted,4wd,8,automatic,diesel
hyundai,veloster coupe 3d,fwd,6,automatic,other
bmw,x5 3.0i,4wd,6,automatic,gas
nissan,1975 camaro,rwd,6,automatic,gas
dodge,corvette grand sport,fwd,8,automatic,other
mercedes-benz,c-class c 280,4wd,6,automatic,gas
volkswagen,beetle - new tires - leather and heated seats -,fwd,4,automatic,gas
jaguar,f-pace,4wd,6,automatic,gas
jeep,cherokee xj,fwd,6,automatic,gas
jeep,compass limited 4x4,4wd,4,automatic,gas
honda,civic le se,rwd,6,manual,gas
ram,1500 sport rwd 1/2 ton,rwd,4,automatic,gas
bmw,sierra,4wd,8,automatic,gas
jeep,comanche,rwd,6,manual,gas
bmw,m models,fwd,6,automatic,gas
gmc,grand caravan,4wd,8,automatic,gas
volkswagen,SUZUKI VITARA,fwd,6,automatic,gas
toyota,tacoma 4wd 4wd trd pro do,4wd,4,automatic,gas
lincoln,aviatior,fwd,8,automatic,gas
rover,discovery,fwd,8,manual,gas
mini,cooper countryman s all4 i4 turbo awd,4wd,4,manual,gas
chevrolet,silverado 1500 lt1,4wd,8,automatic,gas
subaru,forester 2.5 x awd 4dr wa,fwd,8,automatic,gas
cadillac,cts4,fwd,6,automatic,gas
ford,Thomas Saf-t-liner School Bus,rwd,6,automatic,diesel
lexus,rx 400h,4wd,4,automatic,gas
toyota,Citron 2CV,fwd,4,manual,gas
buick,reatta,fwd,6,automatic,gas
volkswagen,new beetle convertib,fwd,4,automatic,gas
hyundai,sonata limited sedan 4d,fwd,8,automatic,gas
ford,super duty f-350 drw king,4wd,8,automatic,diesel
ford,2001 Firebird Trans AM,rwd,8,automatic,gas
subaru,legacy 4dr sdn h4 auto 2,4wd,4,automatic,gas
honda,insight hybrid ex,fwd,4,automatic,gas
volvo,xc90 t6 r design awd gas,4wd,4,automatic,gas
kia,Triumph TR6,rwd,4,manual,gas
jeep,Gm,rwd,8,automatic,gas
gmc,peterbilt,fwd,8,manual,diesel
volkswagen,eurovan weekender,fwd,5,manual,gas
bmw,Suzuki SX4,4wd,4,automatic,gas
honda,Thomas Saf-t-liner School Bus,rwd,6,automatic,diesel
audi,Scion xD,fwd,4,automatic,gas
chevrolet,prizm lsi,fwd,4,automatic,gas
toyota,lifted tundra sr5 trd off,4wd,6,automatic,gas
mercedes-benz,gls 450,4wd,6,automatic,gas
ford,JUST TOO EASY!,rwd,4,automatic,gas
cadillac,escalade base awdsuv,4wd,8,automatic,gas
subaru,brz,4wd,4,automatic,gas
mercedes-benz,a Tundra,4wd,8,automatic,gas
hyundai,sonata lx,fwd,6,automatic,gas
toyota,camry xlesedan,4wd,4,automatic,gas
chevrolet,scion fr-s,4wd,4,automatic,gas
gmc,sierra diesel duramax 3500,4wd,8,automatic,diesel
ford,f-350 xl 4x4,4wd,8,automatic,diesel
gmc,tahoe,4wd,8,automatic,gas
ford,transit 250 low roof cargo,rwd,6,automatic,gas
pontiac,torrent,4wd,4,automatic,gas
chevrolet,G20,fwd,4,automatic,gas
hyundai,Scion tC,fwd,4,automatic,gas
subaru,outback premium awd,4wd,6,manual,gas
toyota,sequoia sr5 4x4,4wd,8,automatic,gas
chevrolet,silverado 2500hd ltz,4wd,8,automatic,diesel
toyota,4runner sr5 premium,4wd,6,automatic,gas
bmw,323i,rwd,6,manual,gas
jaguar,International TerraStar,rwd,8,automatic,diesel
audi,a8,4wd,8,automatic,gas
ford,f350 diesel,4wd,8,automatic,diesel
acura,international 4700,rwd,6,manual,diesel
ford,edge sport awd! awd,4wd,6,automatic,gas
toyota,chinook,4wd,4,automatic,gas
buick,lucerne cxs,4wd,4,automatic,gas
ram,Freightliner F650,rwd,8,manual,diesel
ford,f-150 xlt 4x4 4dr supercrew,fwd,6,automatic,gas
toyota,IC Corporation,4wd,6,automatic,gas
gmc,sierra 1500 sle 4wd,4wd,6,automatic,gas
dodge,silverado 1500,4wd,10,manual,gas
volvo,122,rwd,4,manual,gas
ford,explorer sport,rwd,6,automatic,gas
toyota,corolla “s”,fwd,4,manual,gas
gmc,acadia - new tires - third row seat - 8 seater -,fwd,6,automatic,gas
toyota,yaris ia sedan 4d,fwd,4,automatic,gas
ford,Argo Amphibious Aurora 950 Bigfoot,4wd,6,automatic,gas
kia,Scion iM Hatchback 4D,4wd,6,automatic,other
chevrolet,tahoe premier,4wd,8,automatic,gas
lexus,ls460l,rwd,8,automatic,gas
gmc,yukon xl denali 4x4 gas suv,4wd,8,automatic,gas
gmc,suzuki grand vitara,4wd,8,automatic,gas
ford,f 550,fwd,4,automatic,diesel
jeep,patriot sport se,fwd,4,automatic,gas
kia,Isuzu NPR HD GAS REG,rwd,8,automatic,gas
chevrolet,Blue Bird All American,rwd,6,automatic,diesel
ford,GRAND CARAVAN SE,fwd,6,automatic,gas
subaru,legacy limited sedan 4d,fwd,4,automatic,gas
lexus,rx300,4wd,6,automatic,gas
dodge,challenger r/t rwd gas,rwd,6,automatic,gas
subaru,forester 2.5x limited!,4wd,4,automatic,gas
chevrolet,astro,rwd,6,automatic,gas
nissan,juke sl awd,4wd,4,automatic,gas
ford,eacape,4wd,6,automatic,gas
volkswagen,tiquan le,fwd,4,automatic,gas
ford,super duty f-350,4wd,8,automatic,diesel
volkswagen,jetta wagon tdi,fwd,4,manual,diesel
mercury,montclair,4wd,6,automatic,gas
mini,hardtop 2 door,fwd,3,automatic,gas
ford,galaxy,rwd,8,automatic,gas
infiniti,q50 premium,rwd,6,automatic,gas
toyota,poniac g6,fwd,4,automatic,gas
kia,sorento lx-v6 awd,4wd,6,automatic,gas
ford,e-series cargo,rwd,8,manual,gas
hyundai,santa fe sel awd gas suv,4wd,6,automatic,gas
chevrolet,k10,4wd,8,automatic,gas
ford,mustang cobra convertible,rwd,8,manual,gas
nissan,armada 2wd 4dr se ffv,rwd,8,automatic,gas
lexus,lx 570,4wd,8,automatic,gas
toyota,rav4 xle awd,4wd,8,automatic,other
ford,f-150 4dr 4x4,4wd,8,automatic,gas
chevrolet,express 2500 extended,fwd,4,automatic,gas
acura,rl,fwd,6,automatic,gas
lincoln,continental premiere,fwd,6,automatic,other
ford,escape s sport utility 4d,fwd,4,automatic,gas
ram,1500 slt 4x4,4wd,8,automatic,gas
mercedes-benz,bens amg gts,rwd,8,automatic,gas
dodge,sprinter,fwd,8,automatic,diesel
gmc,OLDSMOBILE ALERO GLS,fwd,6,automatic,gas
ford,am general m998 humvee,4wd,8,automatic,diesel
chevrolet,"Zap Power Systems, 'Zapino'",rwd,4,automatic,electric
ford,trax,4wd,6,automatic,gas
mitsubishi,eclipse cross le,rwd,6,automatic,gas
volvo,860,rwd,5,automatic,gas
toyota,fj crusier,4wd,6,automatic,gas
mercedes-benz,c-class c300 4matic sedan,4wd,4,automatic,gas
jeep,wrangler willys,4wd,6,automatic,gas
chevrolet,FORD* FIESTA*,fwd,4,automatic,gas
subaru,legacy wagon,4wd,6,automatic,gas
volkswagen,jetta tdi sportwagen,fwd,4,automatic,diesel
chevrolet,silverado z71 4x4,4wd,8,automatic,gas
chevrolet,"malibu, ls",fwd,4,automatic,gas
jeep,commander limited 4dr suv,4wd,4,automatic,gas
jaguar,xe 25t sedan 4d,rwd,4,automatic,gas
ford,Isuzu NPR HD GAS CREW,rwd,8,automatic,gas
porsche,cayman,rwd,6,manual,gas
hyundai,Lamborghini Huracan,rwd,10,automatic,gas
ram,xc60 3.2 sport utility 4d,4wd,4,automatic,gas
hyundai,sonata gls pzev,4wd,4,automatic,gas
ford,f-250 diesel truck 6.7l super duty lariat,4wd,8,automatic,diesel
chevrolet,gmt-400,fwd,8,manual,gas
nissan,altima 2.5se,fwd,4,automatic,gas
ram,1500 laramie longhorn,4wd,6,automatic,diesel
honda,pathfinder,4wd,8,automatic,gas
ford,f450 super duty,4wd,8,automatic,diesel
lincoln,mkc select,fwd,8,automatic,other
mazda,mx-5 miata touring,rwd,4,automatic,gas
dodge,Hummer H2,4wd,8,automatic,gas
mercedes-benz,g-class l,4wd,8,automatic,gas
bmw,750i xdrive,4wd,8,automatic,gas
kia,saab 9-7x,4wd,6,automatic,gas
subaru,forester sport,4wd,4,automatic,gas
bmw,x5 edrive,fwd,4,automatic,gas
ford,2021 4runner,4wd,6,automatic,gas
pontiac,chieftain,rwd,8,automatic,gas
dodge,freightliner cascadia,4wd,6,manual,diesel
dodge,journey gt,fwd,6,automatic,gas
nissan,murano sv awd,4wd,6,automatic,gas
infiniti,g37x awd luxury car,4wd,8,automatic,gas
